"","Poll_spec","Poll_order","Julian_day","Plant_spec","Freq","Period"
"7611","Hylaeus annulatus","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"7612","Hylaeus annulatus","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"7613","Hylaeus annulatus","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"7614","Hylaeus annulatus","Hymenoptera",199,"Geranium caespitosum",1,"Present"
"7615","Hylaeus annulatus","Hymenoptera",199,"Geranium caespitosum",1,"Present"
"7616","Hylaeus annulatus","Hymenoptera",199,"Geranium caespitosum",1,"Present"
"7617","Parasyrphus spp.","Diptera",165,"Rubus deliciosus",1,"Present"
"7618","Hylaeus annulatus","Hymenoptera",206,"Geranium caespitosum",1,"Present"
"7622","Parasyrphus spp.","Diptera",165,"Rubus deliciosus",1,"Present"
"7623","Osmia bruneri","Hymenoptera",154,"Penstemon virens",1,"Present"
"7624","Erynnis spp.","Lepidoptera",154,"Penstemon virens",1,"Present"
"7625","Erynnis spp.","Lepidoptera",154,"Penstemon virens",1,"Present"
"7626","Bombus melanopygus","Hymenoptera",168,"Rubus deliciosus",1,"Present"
"7628","Sciaridae spp.","Diptera",155,"Penstemon virens",1,"Present"
"7631","Bombus melanopygus","Hymenoptera",193,"Penstemon virens",1,"Present"
"7632","Osmia bruneri","Hymenoptera",147,"Penstemon virens",1,"Present"
"7633","Hylaeus annulatus","Hymenoptera",194,"Penstemon glaber",1,"Present"
"7634","Hylaeus annulatus","Hymenoptera",194,"Penstemon glaber",1,"Present"
"7635","Hylaeus annulatus","Hymenoptera",194,"Penstemon glaber",1,"Present"
"7637","Hylaeus annulatus","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"7638","Hylaeus annulatus","Hymenoptera",207,"Geranium caespitosum",1,"Present"
"7639","Hylaeus annulatus","Hymenoptera",207,"Geranium caespitosum",1,"Present"
"7640","Hylaeus annulatus","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"7642","Hylaeus annulatus","Hymenoptera",180,"Geranium caespitosum",1,"Present"
"7643","Hylaeus annulatus","Hymenoptera",180,"Geranium caespitosum",1,"Present"
"7644","Hylaeus annulatus","Hymenoptera",180,"Geranium caespitosum",1,"Present"
"7645","Hylaeus annulatus","Hymenoptera",180,"Geranium caespitosum",1,"Present"
"7646","Hylaeus annulatus","Hymenoptera",213,"Geranium caespitosum",1,"Present"
"7647","Hylaeus annulatus","Hymenoptera",213,"Geranium caespitosum",1,"Present"
"7648","Hylaeus annulatus","Hymenoptera",213,"Geranium caespitosum",1,"Present"
"7649","Hylaeus annulatus","Hymenoptera",213,"Geranium caespitosum",1,"Present"
"7653","Pontia protodice","Lepidoptera",156,"Rubus deliciosus",1,"Present"
"7656","Parasyrphus spp.","Diptera",165,"Rubus deliciosus",1,"Present"
"7659","Osmia tristella","Hymenoptera",156,"Penstemon virens",1,"Present"
"7661","Colias scudderi/philodice","Lepidoptera",156,"Penstemon virens",1,"Present"
"7662","Parasyrphus spp.","Diptera",164,"Rubus deliciosus",1,"Present"
"7663","Macrosteles sp.","Hemiptera",157,"Penstemon virens",1,"Present"
"7664","Hemipenthes spp.","Diptera",193,"Penstemon glaber",1,"Present"
"7665","Osmia bella","Hymenoptera",154,"Penstemon virens",1,"Present"
"7666","Osmia bruneri","Hymenoptera",149,"Penstemon virens",1,"Present"
"7667","Cerodontha sp.","Diptera",194,"Penstemon glaber",1,"Present"
"7668","Hylaeus coloradensis","Hymenoptera",197,"Geranium caespitosum",1,"Present"
"7669","Bombus mixtus","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"7670","Hylaeus verticalis","Hymenoptera",159,"Penstemon virens",1,"Present"
"7671","Hoplitis albifrons","Hymenoptera",159,"Penstemon virens",1,"Present"
"7672","Parasyrphus spp.","Diptera",157,"Rubus deliciosus",1,"Present"
"7673","Hylaeus coloradensis","Hymenoptera",180,"Geranium caespitosum",1,"Present"
"7674","Mythicomyiidae spp.","Diptera",157,"Penstemon virens",1,"Present"
"7675","Peleteria spp.","Diptera",157,"Penstemon virens",1,"Present"
"7676","Hylaeus coloradensis","Hymenoptera",180,"Geranium caespitosum",1,"Present"
"7678","Hylaeus coloradinus","Hymenoptera",218,"Geranium caespitosum",1,"Present"
"7679","Hylaeus mesillae","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"7680","Cerodontha sp.","Diptera",194,"Penstemon glaber",1,"Present"
"7681","Lasioglossum (Dialictus) spp.","Hymenoptera",154,"Penstemon virens",1,"Present"
"7682","Agapostemon spp.","Hymenoptera",147,"Penstemon virens",1,"Present"
"7683","Osmia malina","Hymenoptera",149,"Penstemon virens",1,"Present"
"7685","Parasyrphus spp.","Diptera",157,"Rubus deliciosus",1,"Present"
"7687","Bombus mixtus","Hymenoptera",201,"Geranium caespitosum",1,"Present"
"7688","Osmia bruneri","Hymenoptera",147,"Penstemon virens",1,"Present"
"7689","Osmia bruneri","Hymenoptera",157,"Penstemon virens",1,"Present"
"7692","Bombus mixtus","Hymenoptera",201,"Geranium caespitosum",1,"Present"
"7694","Hylaeus modestus","Hymenoptera",199,"Geranium caespitosum",1,"Present"
"7695","Bombus mixtus","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"7697","Hylaeus modestus","Hymenoptera",218,"Geranium caespitosum",1,"Present"
"7701","Hylaeus modestus","Hymenoptera",204,"Geranium richardsonii",1,"Present"
"7702","Hylaeus wootoni","Hymenoptera",206,"Geranium caespitosum",1,"Present"
"7703","Hylaeus wootoni","Hymenoptera",218,"Geranium caespitosum",1,"Present"
"7704","Hylaeus spp.","Hymenoptera",206,"Geranium caespitosum",4,"Present"
"7705","Bombus mixtus","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"7706","Omaliinae spp.","Coleoptera",217,"Geranium caespitosum",2,"Present"
"7708","Orphilus subnitidus","Coleoptera",182,"Rubus deliciosus",2,"Present"
"7710","Orphilus subnitidus","Coleoptera",202,"Chamaenerion angustifolium",1,"Present"
"7711","Orphilus subnitidus","Coleoptera",206,"Geranium caespitosum",1,"Present"
"7712","Orphilus subnitidus","Coleoptera",187,"Rubus deliciosus",1,"Present"
"7713","Orphilus subnitidus","Coleoptera",187,"Rubus deliciosus",4,"Present"
"7714","Orphilus subnitidus","Coleoptera",187,"Rubus deliciosus",1,"Present"
"7715","Formica lasioides","Hymenoptera",154,"Rubus deliciosus",1,"Present"
"7717","Orphilus subnitidus","Coleoptera",187,"Rubus deliciosus",1,"Present"
"7718","Orphilus subnitidus","Coleoptera",213,"Geranium caespitosum",1,"Present"
"7719","Hoplitis albifrons","Hymenoptera",147,"Penstemon virens",1,"Present"
"7720","Osmia bruneri","Hymenoptera",149,"Penstemon virens",2,"Present"
"7723","Homaluroides sp.","Diptera",155,"Penstemon virens",1,"Present"
"7726","Hylaeus verticalis","Hymenoptera",206,"Geranium caespitosum",1,"Present"
"7727","Hylaeus verticalis","Hymenoptera",206,"Geranium caespitosum",1,"Present"
"7730","Orphilus subnitidus","Coleoptera",165,"Rubus deliciosus",1,"Present"
"7734","Orphilus subnitidus","Coleoptera",165,"Rubus deliciosus",1,"Present"
"7736","Orphilus subnitidus","Coleoptera",165,"Rubus deliciosus",1,"Present"
"7737","Hylaeus basalis","Hymenoptera",157,"Rubus deliciosus",1,"Present"
"7738","Orphilus subnitidus","Coleoptera",165,"Rubus deliciosus",1,"Present"
"7739","Orphilus subnitidus","Coleoptera",165,"Rubus deliciosus",1,"Present"
"7740","Orphilus subnitidus","Coleoptera",165,"Rubus deliciosus",1,"Present"
"7741","Lasioglossum (Dialictus) spp.","Hymenoptera",149,"Rubus deliciosus",1,"Present"
"7746","Bombus mixtus","Hymenoptera",202,"Geranium caespitosum",1,"Present"
"7751","Hylaeus verticalis","Hymenoptera",180,"Geranium caespitosum",1,"Present"
"7752","Hylaeus verticalis","Hymenoptera",180,"Geranium caespitosum",1,"Present"
"7755","Bombus mixtus","Hymenoptera",202,"Geranium caespitosum",1,"Present"
"7756","Osmia bruneri","Hymenoptera",156,"Penstemon virens",1,"Present"
"7757","Osmia bruneri","Hymenoptera",156,"Penstemon virens",1,"Present"
"7759","Hylaeus verticalis","Hymenoptera",180,"Geranium caespitosum",1,"Present"
"7760","Hylaeus verticalis","Hymenoptera",180,"Geranium caespitosum",1,"Present"
"7761","Hylaeus verticalis","Hymenoptera",187,"Rubus deliciosus",1,"Present"
"7762","Cerodontha sp.","Diptera",195,"Penstemon glaber",1,"Present"
"7763","Hylaeus wootoni","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"7764","Hylaeus wootoni","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"7765","Hylaeus wootoni","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"7766","Hylaeus wootoni","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"7767","Hylaeus wootoni","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"7768","Hylaeus wootoni","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"7769","Hylaeus wootoni","Hymenoptera",199,"Geranium caespitosum",1,"Present"
"7770","Hylaeus wootoni","Hymenoptera",199,"Geranium caespitosum",1,"Present"
"7771","Hylaeus wootoni","Hymenoptera",199,"Geranium caespitosum",1,"Present"
"7772","Hylaeus wootoni","Hymenoptera",199,"Geranium caespitosum",1,"Present"
"7773","Hylaeus wootoni","Hymenoptera",199,"Geranium caespitosum",1,"Present"
"7774","Hylaeus wootoni","Hymenoptera",199,"Geranium caespitosum",1,"Present"
"7775","Hylaeus wootoni","Hymenoptera",202,"Chamaenerion angustifolium",1,"Present"
"7776","Hylaeus wootoni","Hymenoptera",202,"Chamaenerion angustifolium",1,"Present"
"7777","Hylaeus wootoni","Hymenoptera",202,"Chamaenerion angustifolium",1,"Present"
"7779","Hylaeus wootoni","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"7780","Hylaeus wootoni","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"7781","Hylaeus wootoni","Hymenoptera",206,"Geranium caespitosum",1,"Present"
"7782","Hylaeus wootoni","Hymenoptera",206,"Geranium caespitosum",1,"Present"
"7783","Hylaeus wootoni","Hymenoptera",206,"Geranium caespitosum",1,"Present"
"7784","Hylaeus wootoni","Hymenoptera",206,"Geranium caespitosum",1,"Present"
"7785","Hylaeus wootoni","Hymenoptera",206,"Geranium caespitosum",1,"Present"
"7786","Hylaeus wootoni","Hymenoptera",206,"Geranium caespitosum",1,"Present"
"7787","Hylaeus wootoni","Hymenoptera",206,"Geranium caespitosum",1,"Present"
"7788","Hylaeus wootoni","Hymenoptera",206,"Geranium caespitosum",1,"Present"
"7789","Hylaeus wootoni","Hymenoptera",206,"Geranium caespitosum",1,"Present"
"7790","Hylaeus wootoni","Hymenoptera",218,"Geranium caespitosum",1,"Present"
"7791","Hylaeus wootoni","Hymenoptera",218,"Geranium caespitosum",1,"Present"
"7792","Hylaeus wootoni","Hymenoptera",218,"Geranium caespitosum",1,"Present"
"7793","Hylaeus wootoni","Hymenoptera",218,"Geranium caespitosum",1,"Present"
"7794","Hylaeus wootoni","Hymenoptera",218,"Geranium caespitosum",1,"Present"
"7795","Hylaeus wootoni","Hymenoptera",218,"Geranium caespitosum",1,"Present"
"7796","Hylaeus wootoni","Hymenoptera",218,"Geranium caespitosum",1,"Present"
"7797","Hylaeus wootoni","Hymenoptera",218,"Geranium caespitosum",1,"Present"
"7801","Hylaeus wootoni","Hymenoptera",227,"Geranium caespitosum",1,"Present"
"7802","Hylaeus wootoni","Hymenoptera",227,"Geranium caespitosum",1,"Present"
"7803","Hylaeus wootoni","Hymenoptera",227,"Geranium caespitosum",1,"Present"
"7804","Orphilus subnitidus","Coleoptera",164,"Rubus deliciosus",2,"Present"
"7805","Osmia bruneri","Hymenoptera",159,"Penstemon virens",1,"Present"
"7806","Hylaeus wootoni","Hymenoptera",199,"Geranium caespitosum",2,"Present"
"7807","Hylaeus wootoni","Hymenoptera",202,"Chamaenerion angustifolium",2,"Present"
"7809","Hylaeus wootoni","Hymenoptera",199,"Geranium caespitosum",3,"Present"
"7810","Hylaeus wootoni","Hymenoptera",206,"Geranium caespitosum",4,"Present"
"7811","Hylaeus wootoni","Hymenoptera",206,"Geranium caespitosum",5,"Present"
"7813","Orphilus subnitidus","Coleoptera",157,"Rubus deliciosus",1,"Present"
"7814","Orphilus subnitidus","Coleoptera",157,"Rubus deliciosus",1,"Present"
"7815","Orphilus subnitidus","Coleoptera",157,"Rubus deliciosus",1,"Present"
"7816","Orphilus subnitidus","Coleoptera",157,"Rubus deliciosus",1,"Present"
"7821","Bombus mixtus","Hymenoptera",209,"Geranium richardsonii",1,"Present"
"7822","Tapinoma sessile","Hymenoptera",155,"Rubus deliciosus",1,"Present"
"7825","Tapinoma sessile","Hymenoptera",155,"Rubus deliciosus",1,"Present"
"7831","Hylaeus wootoni","Hymenoptera",213,"Geranium caespitosum",1,"Present"
"7832","Hylaeus wootoni","Hymenoptera",213,"Geranium caespitosum",1,"Present"
"7833","Hylaeus wootoni","Hymenoptera",213,"Geranium caespitosum",1,"Present"
"7835","Orphilus subnitidus","Coleoptera",157,"Rubus deliciosus",2,"Present"
"7836","Orphilus subnitidus","Coleoptera",157,"Rubus deliciosus",1,"Present"
"7838","Orphilus subnitidus","Coleoptera",157,"Rubus deliciosus",6,"Present"
"7840","Orphilus subnitidus","Coleoptera",167,"Rubus deliciosus",1,"Present"
"7842","Orphilus subnitidus","Coleoptera",150,"Rubus deliciosus",1,"Present"
"7843","Hoplitis producta","Hymenoptera",149,"Penstemon virens",1,"Present"
"7845","Orphilus subnitidus","Coleoptera",161,"Rubus deliciosus",1,"Present"
"7847","Hylaeus wootoni","Hymenoptera",199,"Geranium caespitosum",1,"Present"
"7849","Hylaeus wootoni","Hymenoptera",227,"Geranium caespitosum",1,"Present"
"7850","Hylaeus wootoni","Hymenoptera",199,"Geranium caespitosum",3,"Present"
"7852","Ectemnius spp.","Hymenoptera",218,"Chamaenerion angustifolium",1,"Present"
"7853","Ectemnius spp.","Hymenoptera",218,"Chamaenerion angustifolium",1,"Present"
"7856","Spilomena sp.","Hymenoptera",202,"Chamaenerion angustifolium",1,"Present"
"7857","Spilomena sp.","Hymenoptera",206,"Geranium caespitosum",1,"Present"
"7858","Spilomena sp.","Hymenoptera",206,"Geranium caespitosum",1,"Present"
"7859","Spilomena sp.","Hymenoptera",218,"Chamaenerion angustifolium",1,"Present"
"7860","Spilomena sp.","Hymenoptera",218,"Geranium caespitosum",1,"Present"
"7861","Spilomena sp.","Hymenoptera",224,"Geranium caespitosum",1,"Present"
"7862","Spilomena sp.","Hymenoptera",224,"Geranium caespitosum",1,"Present"
"7863","Spilomena sp.","Hymenoptera",224,"Chamaenerion angustifolium",1,"Present"
"7864","Spilomena sp.","Hymenoptera",224,"Chamaenerion angustifolium",1,"Present"
"7865","Spilomena sp.","Hymenoptera",224,"Geranium caespitosum",1,"Present"
"7866","Spilomena sp.","Hymenoptera",226,"Chamaenerion angustifolium",1,"Present"
"7867","Spilomena sp.","Hymenoptera",227,"Geranium caespitosum",1,"Present"
"7868","Spilomena sp.","Hymenoptera",227,"Geranium caespitosum",1,"Present"
"7869","Spilomena sp.","Hymenoptera",199,"Geranium caespitosum",3,"Present"
"7873","Eulophidae spp.","Hymenoptera",218,"Chamaenerion angustifolium",1,"Present"
"7874","Eulophidae spp.","Hymenoptera",218,"Chamaenerion angustifolium",1,"Present"
"7875","Eurytomidae spp.","Hymenoptera",218,"Geranium caespitosum",1,"Present"
"7876","Eurytomidae spp.","Hymenoptera",226,"Geranium caespitosum",1,"Present"
"7877","Orphilus subnitidus","Coleoptera",157,"Rubus deliciosus",1,"Present"
"7878","Orphilus subnitidus","Coleoptera",157,"Rubus deliciosus",1,"Present"
"7879","Orphilus subnitidus","Coleoptera",157,"Rubus deliciosus",1,"Present"
"7880","Orphilus subnitidus","Coleoptera",157,"Rubus deliciosus",1,"Present"
"7881","Parasyrphus spp.","Diptera",161,"Rubus deliciosus",1,"Present"
"7882","Parasyrphus spp.","Diptera",179,"Penstemon glaber",1,"Present"
"7883","Parasyrphus spp.","Diptera",179,"Penstemon glaber",1,"Present"
"7884","Parasyrphus spp.","Diptera",179,"Penstemon glaber",1,"Present"
"7886","Andrena vicinoides","Hymenoptera",177,"Rubus deliciosus",1,"Present"
"7888","Calliopsis spp.","Hymenoptera",184,"Geranium caespitosum",1,"Present"
"7890","Bombus mixtus","Hymenoptera",211,"Aconitum columbianum",1,"Present"
"7891","Bombus mixtus","Hymenoptera",209,"Aconitum columbianum",1,"Present"
"7892","Orphilus subnitidus","Coleoptera",150,"Rubus deliciosus",1,"Present"
"7896","Orphilus subnitidus","Coleoptera",178,"Rubus deliciosus",3,"Present"
"7898","Cerodontha sp.","Diptera",170,"Penstemon virens",1,"Present"
"7900","Bombus mixtus","Hymenoptera",209,"Aconitum columbianum",1,"Present"
"7901","Orphilus subnitidus","Coleoptera",163,"Rubus deliciosus",1,"Present"
"7905","Osmia pusilla","Hymenoptera",149,"Penstemon virens",1,"Present"
"7907","Orphilus subnitidus","Coleoptera",184,"Rubus idaeus var. strigosus",1,"Present"
"7908","Bombus mixtus","Hymenoptera",207,"Aconitum columbianum",1,"Present"
"7909","Lasioglossum (Dialictus) spp.","Hymenoptera",147,"Penstemon virens",1,"Present"
"7911","Orphilus subnitidus","Coleoptera",184,"Rubus idaeus var. strigosus",1,"Present"
"7912","Bombus mixtus","Hymenoptera",207,"Aconitum columbianum",1,"Present"
"7913","Heriades gracilior","Hymenoptera",193,"Geranium caespitosum",1,"Present"
"7914","Heriades gracilior","Hymenoptera",193,"Geranium caespitosum",1,"Present"
"7915","Osmia gaudiosa","Hymenoptera",193,"Geranium caespitosum",1,"Present"
"7916","Stelis spp.","Hymenoptera",193,"Geranium caespitosum",1,"Present"
"7917","Clausicella sp.","Diptera",235,"Geranium caespitosum",1,"Present"
"7918","Orphilus subnitidus","Coleoptera",184,"Rubus idaeus var. strigosus",2,"Present"
"7919","Chelonus sp.","Hymenoptera",184,"Geranium caespitosum",1,"Present"
"7920","Halictus tripartitus","Hymenoptera",167,"Geranium caespitosum",1,"Present"
"7921","Bombus mixtus","Hymenoptera",203,"Chamaenerion angustifolium",1,"Present"
"7922","Bombus mixtus","Hymenoptera",189,"Chamaenerion angustifolium",1,"Present"
"7925","Hylaeus verticalis","Hymenoptera",183,"Geranium caespitosum",2,"Present"
"7926","Halictus tripartitus","Hymenoptera",183,"Geranium caespitosum",1,"Present"
"7927","Lasioglossum (Dialictus) spp.","Hymenoptera",183,"Geranium caespitosum",1,"Present"
"7931","Lasioglossum (Dialictus) spp.","Hymenoptera",183,"Geranium caespitosum",1,"Present"
"7932","Heriades gracilior","Hymenoptera",183,"Geranium caespitosum",1,"Present"
"7933","Orphilus subnitidus","Coleoptera",184,"Rubus idaeus var. strigosus",3,"Present"
"7934","Orphilus subnitidus","Coleoptera",184,"Rubus idaeus var. strigosus",1,"Present"
"7935","Orphilus subnitidus","Coleoptera",184,"Rubus idaeus var. strigosus",1,"Present"
"7936","Orphilus subnitidus","Coleoptera",184,"Rubus idaeus var. strigosus",1,"Present"
"7937","Orphilus subnitidus","Coleoptera",184,"Rubus idaeus var. strigosus",1,"Present"
"7938","Orphilus subnitidus","Coleoptera",184,"Rubus idaeus var. strigosus",20,"Present"
"7939","Orphilus subnitidus","Coleoptera",184,"Rubus idaeus var. strigosus",27,"Present"
"7941","Orphilus subnitidus","Coleoptera",168,"Rubus deliciosus",35,"Present"
"7942","Orphilus subnitidus","Coleoptera",170,"Rubus deliciosus",1,"Present"
"7943","Orphilus subnitidus","Coleoptera",186,"Rubus deliciosus",1,"Present"
"7944","Tapinoma sessile","Hymenoptera",151,"Rubus deliciosus",1,"Present"
"7947","Orphilus subnitidus","Coleoptera",186,"Rubus deliciosus",1,"Present"
"7948","Orphilus subnitidus","Coleoptera",186,"Rubus deliciosus",1,"Present"
"7949","Orphilus subnitidus","Coleoptera",186,"Rubus deliciosus",1,"Present"
"7950","Orphilus subnitidus","Coleoptera",186,"Rubus deliciosus",2,"Present"
"7951","Tephritidae spp.","Diptera",154,"Rubus deliciosus",1,"Present"
"7957","Formica (fusca group) spp.","Hymenoptera",179,"Penstemon glaber",1,"Present"
"7958","Formica (fusca group) spp.","Hymenoptera",179,"Penstemon glaber",1,"Present"
"7959","Formica (fusca group) spp.","Hymenoptera",180,"Penstemon glaber",1,"Present"
"7960","Formica (fusca group) spp.","Hymenoptera",180,"Penstemon glaber",1,"Present"
"7961","Formica (fusca group) spp.","Hymenoptera",180,"Penstemon glaber",1,"Present"
"7962","Formica (fusca group) spp.","Hymenoptera",190,"Penstemon glaber",1,"Present"
"7963","Formica (fusca group) spp.","Hymenoptera",190,"Penstemon glaber",1,"Present"
"7964","Formica (fusca group) spp.","Hymenoptera",190,"Penstemon glaber",1,"Present"
"7965","Formica (fusca group) spp.","Hymenoptera",190,"Penstemon glaber",1,"Present"
"7968","Formica (fusca group) spp.","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"7969","Formica (fusca group) spp.","Hymenoptera",228,"Geranium caespitosum",1,"Present"
"7970","Formica (fusca group) spp.","Hymenoptera",228,"Geranium caespitosum",1,"Present"
"7971","Formica (fusca group) spp.","Hymenoptera",228,"Geranium caespitosum",1,"Present"
"7972","Formica (fusca group) spp.","Hymenoptera",228,"Geranium caespitosum",1,"Present"
"7973","Bombus mixtus","Hymenoptera",197,"Geranium caespitosum",1,"Present"
"7975","Orphilus subnitidus","Coleoptera",170,"Rubus deliciosus",1,"Present"
"7976","Bombus mixtus","Hymenoptera",197,"Geranium caespitosum",1,"Present"
"7977","Bombus mixtus","Hymenoptera",197,"Chamaenerion angustifolium",1,"Present"
"7978","Bombus mixtus","Hymenoptera",197,"Chamaenerion angustifolium",1,"Present"
"7979","Bombus mixtus","Hymenoptera",204,"Geranium caespitosum",1,"Present"
"7980","Lasioglossum (Lasioglossum) spp.","Hymenoptera",147,"Rubus deliciosus",3,"Present"
"7981","Orphilus subnitidus","Coleoptera",168,"Rubus deliciosus",1,"Present"
"7984","Parasyrphus spp.","Diptera",174,"Rubus deliciosus",1,"Present"
"7986","Panurginus cressoniellus","Hymenoptera",150,"Rubus deliciosus",1,"Present"
"7987","Orphilus subnitidus","Coleoptera",176,"Geranium caespitosum",1,"Present"
"7988","Orphilus subnitidus","Coleoptera",176,"Rubus deliciosus",1,"Present"
"7990","Orphilus subnitidus","Coleoptera",176,"Rubus deliciosus",3,"Present"
"7991","Bombus mixtus","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"7992","Orphilus subnitidus","Coleoptera",177,"Rubus deliciosus",9,"Present"
"7993","Orphilus subnitidus","Coleoptera",162,"Rubus deliciosus",1,"Present"
"7994","Bombus mixtus","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"7995","Orphilus subnitidus","Coleoptera",162,"Rubus deliciosus",1,"Present"
"7996","Parasyrphus spp.","Diptera",174,"Rubus deliciosus",1,"Present"
"7997","Orphilus subnitidus","Coleoptera",171,"Rubus deliciosus",2,"Present"
"7998","Orphilus subnitidus","Coleoptera",162,"Rubus deliciosus",1,"Present"
"7999","Orphilus subnitidus","Coleoptera",171,"Rubus deliciosus",3,"Present"
"8000","Orphilus subnitidus","Coleoptera",176,"Rubus deliciosus",10,"Present"
"8001","Bombus mixtus","Hymenoptera",207,"Geranium caespitosum",1,"Present"
"8002","Orphilus subnitidus","Coleoptera",176,"Rubus deliciosus",2,"Present"
"8003","Orphilus subnitidus","Coleoptera",171,"Rubus deliciosus",1,"Present"
"8004","Orphilus subnitidus","Coleoptera",171,"Rubus deliciosus",1,"Present"
"8005","Orphilus subnitidus","Coleoptera",162,"Rubus deliciosus",1,"Present"
"8006","Orphilus subnitidus","Coleoptera",162,"Rubus deliciosus",1,"Present"
"8007","Orphilus subnitidus","Coleoptera",171,"Rubus deliciosus",1,"Present"
"8008","Bombus mixtus","Hymenoptera",207,"Geranium caespitosum",1,"Present"
"8009","Bombus mixtus","Hymenoptera",207,"Geranium caespitosum",1,"Present"
"8010","Bombus mixtus","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"8011","Bombus mixtus","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"8012","Orphilus subnitidus","Coleoptera",169,"Rubus deliciosus",1,"Present"
"8013","Bombus mixtus","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"8014","Bombus mixtus","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"8015","Orphilus subnitidus","Coleoptera",171,"Rubus deliciosus",1,"Present"
"8016","Orphilus subnitidus","Coleoptera",171,"Rubus deliciosus",1,"Present"
"8021","Formica (fusca group) spp.","Hymenoptera",221,"Chamaenerion angustifolium",2,"Present"
"8022","Orphilus subnitidus","Coleoptera",171,"Rubus deliciosus",1,"Present"
"8024","Bombus mixtus","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"8025","Bombus mixtus","Hymenoptera",216,"Geranium caespitosum",1,"Present"
"8028","Formica (rufa group) sp.","Hymenoptera",179,"Penstemon glaber",2,"Present"
"8029","Cerodontha sp.","Diptera",170,"Penstemon virens",1,"Present"
"8030","Orphilus subnitidus","Coleoptera",156,"Rubus deliciosus",1,"Present"
"8034","Orphilus subnitidus","Coleoptera",157,"Rubus deliciosus",1,"Present"
"8037","Formica lasioides","Hymenoptera",199,"Rubus idaeus var. strigosus",1,"Present"
"8039","Formica lasioides","Hymenoptera",190,"Penstemon glaber",1,"Present"
"8040","Formica lasioides","Hymenoptera",190,"Penstemon glaber",1,"Present"
"8041","Formica lasioides","Hymenoptera",190,"Penstemon glaber",1,"Present"
"8043","Systoechus sp.","Diptera",177,"Penstemon virens",1,"Present"
"8044","Formica lasioides","Hymenoptera",194,"Penstemon glaber",1,"Present"
"8045","Formica lasioides","Hymenoptera",194,"Penstemon glaber",1,"Present"
"8046","Formica lasioides","Hymenoptera",194,"Penstemon glaber",1,"Present"
"8050","Systoechus sp.","Diptera",192,"Penstemon virens",1,"Present"
"8052","Orphilus subnitidus","Coleoptera",160,"Rubus deliciosus",10,"Present"
"8053","Orphilus subnitidus","Coleoptera",161,"Rubus deliciosus",1,"Present"
"8054","Systoechus sp.","Diptera",199,"Geranium caespitosum",1,"Present"
"8055","Cerodontha sp.","Diptera",170,"Penstemon virens",1,"Present"
"8056","Leptothorax crassipilis","Hymenoptera",187,"Rubus deliciosus",1,"Present"
"8057","Orphilus subnitidus","Coleoptera",167,"Rubus deliciosus",1,"Present"
"8058","Orphilus subnitidus","Coleoptera",167,"Rubus deliciosus",1,"Present"
"8059","Orphilus subnitidus","Coleoptera",167,"Rubus deliciosus",1,"Present"
"8060","Parasyrphus spp.","Diptera",181,"Rubus deliciosus",1,"Present"
"8061","Orphilus subnitidus","Coleoptera",167,"Rubus deliciosus",1,"Present"
"8062","Parasyrphus spp.","Diptera",167,"Rubus deliciosus",1,"Present"
"8063","Myrmica brevispinosa","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"8064","Myrmica brevispinosa","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"8065","Orphilus subnitidus","Coleoptera",167,"Rubus deliciosus",1,"Present"
"8066","Orphilus subnitidus","Coleoptera",167,"Rubus deliciosus",1,"Present"
"8067","Orphilus subnitidus","Coleoptera",167,"Rubus deliciosus",1,"Present"
"8068","Cerodontha sp.","Diptera",168,"Penstemon virens",1,"Present"
"8069","Systoechus sp.","Diptera",199,"Geranium caespitosum",1,"Present"
"8070","Systoechus sp.","Diptera",194,"Penstemon glaber",1,"Present"
"8072","Bombus mixtus","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
