Poll_spec,Poll_order,Julian_day,Plant_spec,Freq,Ele_m,Lat,Lon,Period
Pseudomasaris vespoides,Hymenoptera,194,Penstemon glaber,1,2853.922852,38.92445401,-105.035444,Present
Pseudomasaris vespoides,Hymenoptera,204,Penstemon glaber,1,2787.816895,38.92766504,-105.047627,Present
Pseudomasaris vespoides,Hymenoptera,179,Penstemon glaber,2,2822.851807,38.92568196,-105.044081,Present
Pseudomasaris vespoides,Hymenoptera,195,Penstemon glaber,1,3236.147705,38.89078902,-105.069335,Present
Melissodes spp.,Hymenoptera,217,Allium cernuum,1,2486.560547,38.89210196,-104.973525,Present
Andrena thaspii,Hymenoptera,189,Potentilla fruticosa,1,2652.893066,38.90544796,-104.99384,Present
Trichodes ornatus,Coleoptera,177,Potentilla fissa,1,2643.675293,38.845527,-104.950005,Present
Hylaeus affinis,Hymenoptera,189,Potentilla fruticosa,1,2648.471924,38.90555802,-104.993868,Present
Melissodes spp.,Hymenoptera,217,Senecio bigelovii var. hallii,1,2454.064453,38.892569,-104.973044,Present
Halictus spp.,Hymenoptera,189,Hymenoxys hoopesii,1,2648.750488,38.90545601,-104.99388,Present
Lygus spp.,Hemiptera,182,Hymenoxys hoopesii,1,2652.472656,38.90576899,-104.993914,Present
Gnophaela vermiculata,Lepidoptera,221,Senecio atratus,1,3111.892578,38.89515599,-105.062072,Present
Gnophaela vermiculata,Lepidoptera,221,Senecio atratus,1,3153.455811,38.892856,-105.065912,Present
Gnophaela vermiculata,Lepidoptera,224,Mertensia ciliata,1,3376.320312,38.863691,-105.053444,Present
Gnophaela vermiculata,Lepidoptera,224,Erigeron subtrinervis,1,3384.145752,38.86236104,-105.054223,Present
Gnophaela vermiculata,Lepidoptera,224,Rhodiola rhodantha,1,3418.722656,38.859881,-105.055113,Present
Gnophaela vermiculata,Lepidoptera,224,Erigeron elatior,2,3395.369141,38.86112697,-105.054241,Present
Gnophaela vermiculata,Lepidoptera,221,Solidago multiradiata,1,3037.037598,38.872881,-105.122916,Present
Gnophaela vermiculata,Lepidoptera,222,Solidago multiradiata,1,3131.598633,38.87382396,-105.112178,Present
Gnophaela vermiculata,Lepidoptera,222,Solidago missouriensis,1,3087.907471,38.87153797,-105.117965,Present
Gnophaela vermiculata,Lepidoptera,222,Achillea millefolium,1,3063.593018,38.87337302,-105.123356,Present
Gnophaela vermiculata,Lepidoptera,216,Senecio atratus,3,3471.664062,38.87627601,-105.076002,Present
Hylaeus annulatus,Hymenoptera,189,Hackelia floribunda,1,2656.846924,38.90563304,-104.993932,Present
Andrena thaspii,Hymenoptera,189,Heracleum maximum,1,2656.846924,38.90563304,-104.993932,Present
Trichodes ornatus,Coleoptera,177,Potentilla fissa,1,2671.622803,38.84331803,-104.949583,Present
Lygus spp.,Hemiptera,182,Valeriana edulis,1,2645.595459,38.90580403,-104.994029,Present
Thaumatomyia sp.,Diptera,182,Valeriana edulis,1,2654.344971,38.90560999,-104.994088,Present
Syrphus spp.,Diptera,158,Valeriana acutiloba,1,2631.038574,38.900262,-104.998331,Present
Erynnis spp.,Lepidoptera,224,Erigeron elatior,1,3414.441895,38.86066496,-105.054493,Present
Osmia tristella,Hymenoptera,203,Penstemon glaber,1,3421.379395,38.879208,-105.073146,Present
Osmia brevis,Hymenoptera,203,Penstemon glaber,1,3421.379395,38.879208,-105.073146,Present
Osmia tristella,Hymenoptera,203,Penstemon glaber,1,3421.379395,38.879208,-105.073146,Present
Osmia tristella,Hymenoptera,203,Penstemon glaber,1,3421.379395,38.879208,-105.073146,Present
Syrphus spp.,Diptera,158,Salix scouleriana,1,2630.103027,38.89762203,-105.003774,Present
Osmia tristella,Hymenoptera,203,Penstemon glaber,1,3421.379395,38.879208,-105.073146,Present
Osmia tristella,Hymenoptera,203,Penstemon glaber,1,3421.379395,38.879208,-105.073146,Present
Osmia coloradensis,Hymenoptera,189,Hymenoxys hoopesii,1,2658.378174,38.90561099,-104.994273,Present
Trichodes ornatus,Coleoptera,156,Geranium caespitosum,1,2520.407471,38.85576197,-104.946714,Present
Melissodes spp.,Hymenoptera,225,Helianthus petiolaris,1,2212.139648,38.89064804,-104.965213,Present
Hylaeus annulatus,Hymenoptera,200,Calochortus gunnisoni,1,2675.787354,38.90887801,-104.99497,Present
Syrphus spp.,Diptera,158,Salix scouleriana,1,2630.103027,38.89762203,-105.003774,Present
Melissodes spp.,Hymenoptera,184,Geranium caespitosum,1,2668.419922,38.85650704,-104.958227,Present
Melissodes spp.,Hymenoptera,184,Geranium caespitosum,1,2668.419922,38.85650704,-104.958227,Present
Melissodes spp.,Hymenoptera,225,Helianthus petiolaris,1,2187.835449,38.88839599,-104.956096,Present
Hylaeus wootoni,Hymenoptera,200,Calochortus gunnisoni,1,2675.787354,38.90887801,-104.99497,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,200,Calochortus gunnisoni,1,2675.787354,38.90887801,-104.99497,Present
Calliopsis teucrii,Hymenoptera,200,Calochortus gunnisoni,1,2675.787354,38.90887801,-104.99497,Present
Piruna pirus,Lepidoptera,213,Geranium caespitosum,1,2464.223145,38.93440199,-105.030104,Present
Syrphus spp.,Diptera,158,Prunus virginiana var. melanocarpa,1,2677.256104,38.89632099,-105.005946,Present
Lycaenidae spp.,Lepidoptera,207,Solidago multiradiata var. scopulorum,1,3289.368652,38.770875,-105.019121,Present
Speyeria callippe,Lepidoptera,207,Solidago multiradiata var. scopulorum,1,3283.95459,38.771565,-105.01919,Present
Speyeria edwardsii,Lepidoptera,207,Agoseris aurantiaca var. aurantiaca,1,3284.97583,38.77155603,-105.0192,Present
Lycomorpha grotei,Lepidoptera,207,Melilotus officinalis,1,2453.318604,38.93477398,-105.028682,Present
Megachile relativa,Hymenoptera,200,Calochortus gunnisoni,1,2675.787354,38.90887801,-104.99497,Present
Trichodes ornatus,Coleoptera,184,Rosa acicularis subsp. sayi,1,2492.496094,38.85604796,-104.946685,Present
Syrphus spp.,Diptera,181,Rubus idaeus,1,2738.47876,38.90452,-105.012848,Present
Melissodes spp.,Hymenoptera,199,Geranium caespitosum,1,2766.016113,38.92529899,-105.021892,Present
Melissodes spp.,Hymenoptera,202,Erigeron speciosus,1,2791.699951,38.92259901,-105.021321,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Ipomopsis aggregata,1,2630.233398,38.89929799,-104.998471,Present
Melissodes spp.,Hymenoptera,206,Geranium caespitosum,1,2782.07227,38.924993,-105.02208,Present
Melissodes spp.,Hymenoptera,218,Geranium caespitosum,1,2758.218018,38.925271,-105.021919,Present
Hyles lineata,Lepidoptera,199,Ipomopsis aggregata,1,2636.505615,38.89916799,-104.998558,Present
Melissodes spp.,Hymenoptera,218,Geranium caespitosum,1,2758.218018,38.925271,-105.021919,Present
Melissodes spp.,Hymenoptera,226,Geranium caespitosum,1,2767.793701,38.92507302,-105.021893,Present
Melissodes spp.,Hymenoptera,227,Geranium caespitosum,1,2776.970459,38.92526203,-105.021858,Present
Hylaeus annulatus,Hymenoptera,203,Chamaenerion angustifolium,1,2628.346191,38.90079601,-104.998575,Present
Hylaeus verticalis,Hymenoptera,203,Chamaenerion angustifolium,1,2628.346191,38.90079601,-104.998575,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,203,Chamaenerion angustifolium,1,2628.346191,38.90079601,-104.998575,Present
Euodynerus spp.,Hymenoptera,203,Chamaenerion angustifolium,1,2628.346191,38.90079601,-104.998575,Present
Syrphus torvus,Diptera,161,Rubus deliciosus,1,2240.831299,38.84979296,-104.941569,Present
Syrphus torvus,Diptera,163,Rubus deliciosus,1,2240.831299,38.84979296,-104.941569,Present
Melissodes spp.,Hymenoptera,207,Geranium caespitosum,1,2786.758789,38.92749103,-105.048416,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,202,Chamaenerion angustifolium,1,2629.436523,38.90081897,-104.998606,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,202,Chamaenerion angustifolium,1,2629.436523,38.90081897,-104.998606,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,202,Chamaenerion angustifolium,1,2629.436523,38.90081897,-104.998606,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,202,Chamaenerion angustifolium,1,2629.436523,38.90081897,-104.998606,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,202,Chamaenerion angustifolium,1,2629.436523,38.90081897,-104.998606,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,202,Chamaenerion angustifolium,1,2629.436523,38.90081897,-104.998606,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,202,Chamaenerion angustifolium,1,2629.436523,38.90081897,-104.998606,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,202,Chamaenerion angustifolium,1,2629.436523,38.90081897,-104.998606,Present
Panurginus cressoniellus,Hymenoptera,202,Chamaenerion angustifolium,1,2629.436523,38.90081897,-104.998606,Present
Megachile frigida,Hymenoptera,202,Chamaenerion angustifolium,1,2629.436523,38.90081897,-104.998606,Present
Megachile frigida,Hymenoptera,202,Chamaenerion angustifolium,1,2629.436523,38.90081897,-104.998606,Present
Hoplitis albifrons,Hymenoptera,199,Aliciella pinnatifida,1,2634.153809,38.89932398,-104.998633,Present
Melissodes spp.,Hymenoptera,218,Carduus nutans,2,2799.730713,38.927515,-105.04824,Present
Melissodes spp.,Hymenoptera,203,Taraxacum officinale,1,3485.494873,38.87656996,-105.075959,Present
Melissodes spp.,Hymenoptera,213,Geranium caespitosum,1,2437.842041,38.93642496,-105.030871,Present
Melissodes spp.,Hymenoptera,213,Geranium caespitosum,1,2480.980713,38.93390997,-105.030055,Present
Melissodes spp.,Hymenoptera,198,Dalea purpurea,1,2206.325928,38.87039702,-104.943365,Present
Melissodes spp.,Hymenoptera,223,Melilotus officinalis,1,2127.365723,38.85310197,-104.938079,Present
Hylaeus affinis,Hymenoptera,202,Penstemon glaber,1,2631.930664,38.89891704,-104.998896,Present
Hylaeus modestus,Hymenoptera,202,Penstemon glaber,1,2631.930664,38.89891704,-104.998896,Present
Hylaeus wootoni,Hymenoptera,202,Penstemon glaber,1,2631.930664,38.89891704,-104.998896,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,202,Penstemon glaber,1,2631.930664,38.89891704,-104.998896,Present
Hoplitis producta,Hymenoptera,202,Penstemon glaber,1,2631.930664,38.89891704,-104.998896,Present
Hoplitis truncata,Hymenoptera,202,Penstemon glaber,1,2631.930664,38.89891704,-104.998896,Present
Osmia brevis,Hymenoptera,202,Penstemon glaber,1,2631.930664,38.89891704,-104.998896,Present
Osmia brevis,Hymenoptera,202,Penstemon glaber,1,2631.930664,38.89891704,-104.998896,Present
Osmia atrocyanea,Hymenoptera,202,Penstemon glaber,1,2631.930664,38.89891704,-104.998896,Present
Osmia bruneri,Hymenoptera,202,Penstemon glaber,1,2631.930664,38.89891704,-104.998896,Present
Osmia tristella,Hymenoptera,202,Penstemon glaber,1,2631.930664,38.89891704,-104.998896,Present
Osmia brevis,Hymenoptera,202,Penstemon glaber,1,2631.930664,38.89891704,-104.998896,Present
Osmia pusilla,Hymenoptera,202,Penstemon glaber,1,2631.930664,38.89891704,-104.998896,Present
Osmia brevis,Hymenoptera,202,Penstemon glaber,1,2631.930664,38.89891704,-104.998896,Present
Osmia spp.,Hymenoptera,202,Penstemon glaber,1,2631.930664,38.89891704,-104.998896,Present
Osmia brevis,Hymenoptera,202,Penstemon glaber,1,2631.930664,38.89891704,-104.998896,Present
Hoplitis spp.,Hymenoptera,202,Penstemon glaber,1,2631.930664,38.89891704,-104.998896,Present
Osmia brevis,Hymenoptera,202,Penstemon glaber,1,2631.930664,38.89891704,-104.998896,Present
Melissodes spp.,Hymenoptera,223,Melilotus officinalis,1,2127.365723,38.85310197,-104.938079,Present
Melissodes spp.,Hymenoptera,223,Bidens bipinnata,1,2127.365723,38.85310197,-104.938079,Present
Melissodes spp.,Hymenoptera,223,Heliomeris multiflora var. multiflora,1,2105.071777,38.85357002,-104.937169,Present
Pseudomasaris vespoides,Hymenoptera,199,Penstemon glaber,1,2629.493164,38.89886901,-104.99958,Present
Trichodes ornatus,Coleoptera,167,Geranium caespitosum,1,2476.423828,38.854731,-104.945828,Present
Melissodes spp.,Hymenoptera,225,Senecio eremophilus var. kingii,1,2119.63232,38.859992,-104.93525,Present
Melissodes spp.,Hymenoptera,225,Senecio eremophilus var. kingii,1,2105.873291,38.86001796,-104.935128,Present
Melissodes spp.,Hymenoptera,220,Centaurea diffusa,1,2179.124512,38.86242902,-104.935033,Present
Andrena medionitens,Hymenoptera,202,Potentilla hippiana,1,2627.442383,38.89865904,-105.000704,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,213,Allium cernuum,1,2633.017334,38.898652,-105.000788,Present
Trichodes ornatus,Coleoptera,176,Potentilla fissa,2,2484.34375,38.85470501,-104.945789,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Hymenoxys hoopesii,1,2622.259766,38.89826199,-105.000907,Present
Speyeria edwardsii,Lepidoptera,199,Hymenoxys hoopesii,1,2622.259766,38.89826199,-105.000907,Present
Melissodes spp.,Hymenoptera,220,Dietra bigelovii,1,2179.659668,38.86245601,-104.935031,Present
Speyeria edwardsii,Lepidoptera,199,Hymenoxys hoopesii,1,2624.489746,38.89828596,-105.000921,Present
Megachile melanophaea,Hymenoptera,158,Salix scouleriana,1,2617.485107,38.898624,-105.000976,Present
Hoplitis fulgida,Hymenoptera,202,Potentilla fruticosa,1,2629.445557,38.89863297,-105.000987,Present
Melissodes spp.,Hymenoptera,210,Potentilla hippiana,1,2082.073486,38.85884299,-104.934863,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,202,Geranium richardsonii,1,2629.801514,38.89827498,-105.001019,Present
Lasioglossum (Lasioglossum) spp.,Hymenoptera,202,Aconitum columbianum,1,2629.801514,38.89827498,-105.001019,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Angelica ampla,1,2628.787598,38.898393,-105.001029,Present
Osmia brevis,Hymenoptera,199,Penstemon virens,1,2630.818359,38.89864798,-105.001133,Present
Osmia atrocyanea,Hymenoptera,199,Penstemon virens,1,2630.818359,38.89864798,-105.001133,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Potentilla hippiana,1,2625.584229,38.89865099,-105.001158,Present
Trichodes ornatus,Coleoptera,156,Potentilla fissa,1,2478.622559,38.85472002,-104.945775,Present
Temnostoma sp.,Diptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Dufourea spp.,Hymenoptera,158,Potentilla fissa,1,2626.876465,38.89857396,-105.001847,Present
Hesperiidae spp.,Lepidoptera,158,Potentilla fissa,1,2626.876465,38.89857396,-105.001847,Present
Andrena melanochroa,Hymenoptera,158,Potentilla fissa,1,2626.876465,38.89857396,-105.001847,Present
Sphecodes spp.,Hymenoptera,158,Potentilla fissa,1,2626.876465,38.89857396,-105.001847,Present
Melissodes spp.,Hymenoptera,225,Arnica fulgens,1,2202.43555,38.860975,-104.93399,Present
Hylaeus wootoni,Hymenoptera,202,Erigeron formosissimus,1,2632.491211,38.89838403,-105.002266,Present
Melissodes spp.,Hymenoptera,182,Arnica fulgens,1,2138.851562,38.85893301,-104.933006,Present
Melissodes spp.,Hymenoptera,198,Arnica fulgens,1,2141.20313,38.858766,-104.93284,Present
Melissodes spp.,Hymenoptera,225,Helianthus petiolaris,1,2003.491577,38.86812704,-104.92285,Present
Formica (fusca group) spp.,Hymenoptera,199,Chamaenerion angustifolium,1,2634.006592,38.89798497,-105.002785,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Chamaenerion angustifolium,1,2634.006592,38.89798497,-105.002785,Present
Lasioglossum (Evylaeus) spp.,Hymenoptera,199,Chamaenerion angustifolium,1,2634.006592,38.89798497,-105.002785,Present
Megachile relativa,Hymenoptera,199,Chamaenerion angustifolium,1,2634.006592,38.89798497,-105.002785,Present
Trichodes ornatus,Coleoptera,183,Geranium caespitosum,1,2540.294189,38.85615902,-104.94576,Present
Villa spp.,Diptera,174,Rosa acicularis subsp. sayi,1,2223.14233,38.873308,-104.94559,Present
Thecophora sp.,Diptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Thricops spp.,Diptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Toxomerus marginatus,Diptera,175,Tragopogon dubius,1,2651.299316,38.90583697,-104.99403,Present
Miridae spp.,Hemiptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Rhopalidae spp.,Hemiptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Rhopalidae spp.,Hemiptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Rhopalidae spp.,Hemiptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Melissodes spp.,Hymenoptera,201,Campanula rotundifolia,1,1847.210449,38.859857,-104.934988,Present
Melissodes spp.,Hymenoptera,192,Potentilla pulcherrima,1,2626.147461,38.90141501,-104.992241,Present
Melissodes spp.,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Melissodes spp.,Hymenoptera,199,Geranium caespitosum,1,2630.219727,38.89798799,-105.002913,Present
Melissodes spp.,Hymenoptera,199,Geranium caespitosum,1,2630.219727,38.89798799,-105.002913,Present
Melissodes spp.,Hymenoptera,199,Geranium caespitosum,1,2630.219727,38.89798799,-105.002913,Present
Nomada spp.,Hymenoptera,196,Oreocarya virgata,1,2628.82666,38.89862099,-105.001199,Present
Nomada spp.,Hymenoptera,178,Packera fendleri,1,2580.845459,38.89065298,-104.975705,Present
Nomada spp.,Hymenoptera,181,Achillea millefolium,1,2532.985352,38.89149402,-104.974721,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Nomada spp.,Hymenoptera,181,Erigeron flagellaris,1,2521.32739,38.891598,-104.9745,Present
Nomada spp.,Hymenoptera,168,Penstemon virens,1,2624.861816,38.85645398,-104.953635,Present
Nomada spp.,Hymenoptera,168,Penstemon virens,1,2624.861816,38.85645398,-104.953635,Present
Pseudomalus purpuratus,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Hylaeus annulatus,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Hylaeus annulatus,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Hylaeus annulatus,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Hylaeus verticalis,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Hylaeus wootoni,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Hylaeus wootoni,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Dufourea spp.,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Geranium caespitosum,2,2633.371094,38.89798396,-105.002871,Present
Lasioglossum (Evylaeus) spp.,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Lasioglossum (Evylaeus) spp.,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Hoplitis albifrons,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Hoplitis producta,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Hoplitis producta,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Osmia proxima,Hymenoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Hesperiidae spp.,Lepidoptera,199,Geranium caespitosum,1,2633.371094,38.89798396,-105.002871,Present
Villa spp.,Diptera,182,Erigeron speciosus,1,2199.327393,38.86672801,-104.941702,Present
Toxomerus marginatus,Diptera,174,Rosa acicularis subsp. sayi,1,2621.248535,38.90194098,-104.992475,Present
Nomada spp.,Hymenoptera,175,Packera fendleri,1,2581.879639,38.85607998,-104.951346,Present
Nomada spp.,Hymenoptera,168,Packera fendleri,1,2432.9,38.84920699,-104.94578,Present
Nomada spp.,Hymenoptera,183,Geranium caespitosum,1,2540.294189,38.85615902,-104.94576,Present
Nomada spp.,Hymenoptera,184,Geranium caespitosum,1,2533.094238,38.85617897,-104.94574,Present
Nomada spp.,Hymenoptera,149,Penstemon virens,1,2496.022949,38.85521497,-104.94553,Present
Nomada spp.,Hymenoptera,158,Potentilla fissa,1,2495.615967,38.85523098,-104.945509,Present
Nomada spp.,Hymenoptera,196,Geranium caespitosum,1,2760.283447,38.92533797,-105.021878,Present
Nomada spp.,Hymenoptera,166,Erigeron vetensis,1,3305.857178,38.76927498,-105.020187,Present
Nomada spp.,Hymenoptera,156,Penstemon virens,1,2415.600098,38.85447099,-104.942774,Present
Hylaeus coloradensis,Hymenoptera,199,Geranium caespitosum,1,2630.219727,38.89798799,-105.002913,Present
Halictus confusus,Hymenoptera,199,Geranium caespitosum,1,2630.219727,38.89798799,-105.002913,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Geranium caespitosum,1,2630.219727,38.89798799,-105.002913,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Geranium caespitosum,1,2630.219727,38.89798799,-105.002913,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Geranium caespitosum,1,2630.219727,38.89798799,-105.002913,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Geranium caespitosum,1,2630.219727,38.89798799,-105.002913,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Geranium caespitosum,1,2630.219727,38.89798799,-105.002913,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Geranium caespitosum,1,2630.219727,38.89798799,-105.002913,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Geranium caespitosum,1,2630.219727,38.89798799,-105.002913,Present
Lasioglossum (Evylaeus) spp.,Hymenoptera,199,Geranium caespitosum,1,2630.219727,38.89798799,-105.002913,Present
Lasioglossum (Evylaeus) spp.,Hymenoptera,199,Geranium caespitosum,1,2630.219727,38.89798799,-105.002913,Present
Osmia densa,Hymenoptera,199,Geranium caespitosum,1,2630.219727,38.89798799,-105.002913,Present
Megachile relativa,Hymenoptera,199,Geranium caespitosum,1,2630.219727,38.89798799,-105.002913,Present
Nomada spp.,Hymenoptera,158,Packera fendleri,1,2372.369385,38.85718698,-104.942593,Present
Nomada spp.,Hymenoptera,153,Erigeron divergens,1,2206.56494,38.86732,-104.94225,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Chamaenerion angustifolium,1,2631.959473,38.89766998,-105.003452,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Chamaenerion angustifolium,1,2631.959473,38.89766998,-105.003452,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Chamaenerion angustifolium,1,2631.959473,38.89766998,-105.003452,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Chamaenerion angustifolium,1,2631.959473,38.89766998,-105.003452,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Chamaenerion angustifolium,1,2631.959473,38.89766998,-105.003452,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Chamaenerion angustifolium,1,2631.959473,38.89766998,-105.003452,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Chamaenerion angustifolium,1,2631.959473,38.89766998,-105.003452,Present
Hylaeus spp.,Hymenoptera,213,Geranium caespitosum,1,2480.980713,38.93390997,-105.030055,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,199,Chamaenerion angustifolium,1,2631.959473,38.89766998,-105.003452,Present
Agriades glandon,Lepidoptera,197,Erigeron pinnatisectus,1,3553.32666,38.873232,-105.06319,Present
Agriades glandon,Lepidoptera,202,Penstemon glaber,1,3573.999756,38.87568701,-105.064117,Present
Megachile relativa,Hymenoptera,199,Chamaenerion angustifolium,1,2631.959473,38.89766998,-105.003452,Present
Trichodes ornatus,Coleoptera,184,Geranium caespitosum,1,2533.094238,38.85617897,-104.94574,Present
Trichodes ornatus,Coleoptera,184,Geranium caespitosum,1,2533.094238,38.85617897,-104.94574,Present
Trichodes ornatus,Coleoptera,174,Arnica fulgens,1,2210.27393,38.870982,-104.94319,Present
Empis spp.,Diptera,158,Salix scouleriana,1,2630.103027,38.89762203,-105.003774,Present
Empis spp.,Diptera,158,Salix scouleriana,1,2630.103027,38.89762203,-105.003774,Present
Iteaphila spp.,Diptera,158,Salix scouleriana,1,2630.103027,38.89762203,-105.003774,Present
Toxomerus marginatus,Diptera,195,Rosa acicularis subsp. sayi,1,2610.696289,38.90076399,-104.991299,Present
Toxomerus marginatus,Diptera,173,Geranium caespitosum,1,2605.7146,38.90075502,-104.991214,Present
Toxomerus marginatus,Diptera,183,Angelica ampla,1,2608.049561,38.90081897,-104.991167,Present
Toxomerus marginatus,Diptera,198,Saxifraga bronchialis subsp. austromontana,1,2671.249023,38.88975997,-104.977891,Present
Hylaeus basalis,Hymenoptera,158,Salix scouleriana,2,2630.103027,38.89762203,-105.003774,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,158,Salix scouleriana,1,2630.103027,38.89762203,-105.003774,Present
Lasioglossum (Evylaeus) spp.,Hymenoptera,158,Salix scouleriana,1,2630.103027,38.89762203,-105.003774,Present
Andrena vierecki,Hymenoptera,158,Salix scouleriana,1,2630.103027,38.89762203,-105.003774,Present
Nomada spp.,Hymenoptera,149,Packera fendleri,1,2310.59375,38.85545997,-104.941432,Present
Dolichovespula arenaria,Hymenoptera,158,Salix scouleriana,1,2630.103027,38.89762203,-105.003774,Present
Phyciodes pulchella,Lepidoptera,158,Taraxacum officinale,1,2637.103516,38.89737996,-105.004302,Present
Trichodes ornatus,Coleoptera,182,Heterotheca villosa,1,2217.42944,38.868072,-104.94319,Present
Toxomerus marginatus,Diptera,174,Penstemon virens,1,2226.013184,38.87478302,-104.946768,Present
Peleteria spp.,Diptera,158,Prunus virginiana var. melanocarpa,1,2677.256104,38.89632099,-105.005946,Present
Trichodes ornatus,Coleoptera,183,Geranium caespitosum,1,2396.213135,38.85545804,-104.94309,Present
Trichodes ornatus,Coleoptera,176,Geranium caespitosum,1,2319.375488,38.85573297,-104.942082,Present
Nomada spp.,Hymenoptera,147,Packera fendleri,1,2310.8916,38.855405,-104.94141,Present
Glaucopsyche piasus,Lepidoptera,188,Erigeron grandiflorus,1,3588.962646,38.87622898,-105.064544,Present
